'SF 17' 'FS 28' 1.0
'SF 17' 'FS 29' 1.0
'SF 17' 'FS 34' 1.0
'SF 16' 'FS 51' 1.0
'SF 16' 'FS 55' 1.0
'SF 16' 'FS 59' 1.0
'SF 16' 'FS 19' 1.0
'SF 16' 'FS 33' 1.0
'SF 16' 'FS 68' 1.0
'SF 16' 'FS 7' 1.0
'SF 16' 'FS 6' 1.0
'SF 16' 'FS 1' 1.0
'SF 16' 'FS 43' 1.0
'SF 16' 'FS 47' 1.0
'SF 16' 'FS 45' 1.0
'SF 16' 'FS 48' 1.0
'SF 16' 'FS 29' 1.0
'SF 16' 'FS 34' 1.0
'SF 15' 'FS 63' 1.0
'SF 15' 'FS 53' 1.0
'SF 15' 'FS 54' 1.0
'SF 15' 'FS 16' 1.0
'SF 15' 'FS 8' 1.0
'SF 15' 'FS 5' 1.0
'SF 15' 'FS 7' 1.0
'SF 15' 'FS 43' 1.0
'SF 15' 'FS 37' 1.0
'SF 15' 'FS 28' 1.0
'SF 15' 'FS 29' 1.0
'SF 14' 'FS 63' 1.0
'SF 14' 'FS 64' 1.0
'SF 14' 'FS 53' 1.0
'SF 14' 'FS 16' 1.0
'SF 14' 'FS 36' 1.0
'SF 14' 'FS 13' 1.0
'SF 14' 'FS 30' 1.0
'SF 14' 'FS 8' 1.0
'SF 14' 'FS 32' 1.0
'SF 14' 'FS 3' 1.0
'SF 14' 'FS 41' 1.0
'SF 14' 'FS 46' 1.0
'SF 14' 'FS 23' 1.0
'SF 14' 'FS 65' 1.0
'SF 14' 'FS 66' 1.0
'SF 13' 'FS 20' 1.0
'SF 13' 'FS 18' 1.0
'SF 13' 'FS 3' 1.0
'SF 12' 'FS 68' 1.0
'SF 12' 'FS 41' 1.0
'SF 12' 'FS 21' 1.0
'SF 12' 'FS 61' 1.0
'SF 12' 'FS 28' 1.0
'SF 12' 'FS 66' 1.0
'SF 12' 'FS 29' 1.0
'SF 12' 'FS 8' 1.0
'SF 12' 'FS 31' 1.0
'SF 12' 'FS 35' 1.0
'SF 11' 'FS 19' 1.0
'SF 11' 'FS 16' 1.0
'SF 11' 'FS 37' 1.0
'SF 11' 'FS 36' 1.0
'SF 11' 'FS 9' 1.0
'SF 11' 'FS 2' 1.0
'SF 11' 'FS 24' 1.0
'SF 11' 'FS 27' 1.0
'SF 11' 'FS 21' 1.0
'SF 11' 'FS 60' 1.0
'SF 11' 'FS 62' 1.0
'SF 11' 'FS 28' 1.0
'SF 11' 'FS 48' 1.0
'SF 10' 'FS 53' 1.0
'SF 10' 'FS 52' 1.0
'SF 10' 'FS 54' 1.0
'SF 10' 'FS 33' 1.0
'SF 10' 'FS 30' 1.0
'SF 10' 'FS 11' 1.0
'SF 10' 'FS 34' 1.0
'SF 10' 'FS 26' 1.0
'SF 10' 'FS 8' 1.0
'SF 10' 'FS 5' 1.0
'SF 10' 'FS 7' 1.0
'SF 10' 'FS 47' 1.0
'SF 10' 'FS 40' 1.0
'SF 10' 'FS 44' 1.0
'SF 19' 'FS 50' 1.0
'SF 19' 'FS 53' 1.0
'SF 19' 'FS 33' 1.0
'SF 19' 'FS 14' 1.0
'SF 19' 'FS 36' 1.0
'SF 19' 'FS 34' 1.0
'SF 19' 'FS 7' 1.0
'SF 19' 'FS 68' 1.0
'SF 19' 'FS 20' 1.0
'SF 19' 'FS 44' 1.0
'SF 19' 'FS 61' 1.0
'SF 19' 'FS 28' 1.0
'SF 19' 'FS 29' 1.0
'SF 18' 'FS 64' 1.0
'SF 18' 'FS 14' 1.0
'SF 18' 'FS 16' 1.0
'SF 18' 'FS 12' 1.0
'SF 18' 'FS 25' 1.0
'SF 18' 'FS 6' 1.0
'SF 18' 'FS 1' 1.0
'SF 18' 'FS 3' 1.0
'SF 18' 'FS 43' 1.0
'SF 18' 'FS 40' 1.0
'SF 18' 'FS 27' 1.0
'SF 18' 'FS 47' 1.0
'SF 18' 'FS 23' 1.0
'SF 18' 'FS 30' 1.0
'SF 18' 'FS 65' 1.0
'SF 18' 'FS 34' 1.0
'SF 96' 'FS 64' 1.0
'SF 96' 'FS 51' 1.0
'SF 96' 'FS 55' 1.0
'SF 96' 'FS 57' 1.0
'SF 96' 'FS 56' 1.0
'SF 96' 'FS 59' 1.0
'SF 96' 'FS 17' 1.0
'SF 96' 'FS 10' 1.0
'SF 96' 'FS 13' 1.0
'SF 96' 'FS 68' 1.0
'SF 96' 'FS 1' 1.0
'SF 96' 'FS 24' 1.0
'SF 96' 'FS 40' 1.0
'SF 96' 'FS 41' 1.0
'SF 96' 'FS 20' 1.0
'SF 96' 'FS 60' 1.0
'SF 96' 'FS 30' 1.0
'SF 96' 'FS 28' 1.0
'SF 96' 'FS 48' 1.0
'SF 95' 'FS 49' 1.0
'SF 95' 'FS 37' 1.0
'SF 95' 'FS 36' 1.0
'SF 95' 'FS 9' 1.0
'SF 95' 'FS 5' 1.0
'SF 95' 'FS 66' 1.0
'FS 68' 'SF 48' 1.0
'FS 68' 'SF 44' 1.0
'FS 68' 'SF 47' 1.0
'FS 68' 'SF 46' 1.0
'FS 68' 'SF 68' 1.0
'FS 68' 'SF 4' 1.0
'FS 68' 'SF 40' 1.0
'FS 68' 'SF 8' 1.0
'FS 68' 'SF 78' 1.0
'FS 68' 'SF 93' 1.0
'FS 68' 'SF 79' 1.0
'FS 68' 'SF 57' 1.0
'FS 68' 'SF 72' 1.0
'FS 68' 'SF 58' 1.0
'FS 68' 'SF 35' 1.0
'FS 68' 'SF 89' 1.0
'FS 68' 'SF 85' 1.0
'FS 69' 'SF 3' 1.0
'FS 69' 'SF 8' 1.0
'FS 69' 'SF 64' 1.0
'FS 69' 'SF 86' 1.0
'FS 69' 'SF 60' 1.0
'FS 69' 'SF 61' 1.0
'FS 69' 'SF 47' 1.0
'SF 94' 'FS 26' 1.0
'SF 94' 'FS 27' 1.0
'SF 94' 'FS 22' 1.0
'SF 94' 'FS 56' 1.0
'SF 94' 'FS 61' 1.0
'SF 94' 'FS 45' 1.0
'SF 94' 'FS 65' 1.0
'SF 94' 'FS 58' 1.0
'SF 94' 'FS 9' 1.0
'FS 60' 'SF 73' 1.0
'FS 60' 'SF 72' 1.0
'FS 60' 'SF 66' 1.0
'FS 60' 'SF 62' 1.0
'FS 60' 'SF 69' 1.0
'FS 60' 'SF 8' 1.0
'FS 60' 'SF 50' 1.0
'FS 60' 'SF 71' 1.0
'FS 60' 'SF 56' 1.0
'FS 60' 'SF 55' 1.0
'FS 60' 'SF 79' 1.0
'FS 60' 'SF 80' 1.0
'FS 60' 'SF 85' 1.0
'SF 93' 'FS 65' 1.0
'SF 93' 'FS 52' 1.0
'SF 93' 'FS 57' 1.0
'SF 93' 'FS 7' 1.0
'SF 93' 'FS 2' 1.0
'SF 93' 'FS 21' 1.0
'FS 62' 'SF 72' 1.0
'FS 62' 'SF 62' 1.0
'FS 62' 'SF 63' 1.0
'FS 62' 'SF 45' 1.0
'FS 62' 'SF 46' 1.0
'FS 62' 'SF 8' 1.0
'FS 62' 'SF 78' 1.0
'FS 62' 'SF 92' 1.0
'FS 62' 'SF 91' 1.0
'FS 62' 'SF 39' 1.0
'FS 62' 'SF 38' 1.0
'FS 62' 'SF 76' 1.0
'FS 62' 'SF 57' 1.0
'FS 62' 'SF 70' 1.0
'FS 62' 'SF 55' 1.0
'FS 62' 'SF 54' 1.0
'FS 62' 'SF 80' 1.0
'FS 62' 'SF 85' 1.0
'FS 62' 'SF 86' 1.0
'FS 63' 'SF 1' 1.0
'FS 63' 'SF 79' 1.0
'FS 63' 'SF 90' 1.0
'FS 63' 'SF 65' 1.0
'FS 63' 'SF 76' 1.0
'FS 63' 'SF 34' 1.0
'FS 63' 'SF 36' 1.0
'FS 63' 'SF 57' 1.0
'FS 64' 'SF 65' 1.0
'FS 64' 'SF 63' 1.0
'FS 64' 'SF 69' 1.0
'FS 64' 'SF 2' 1.0
'FS 64' 'SF 9' 1.0
'FS 64' 'SF 59' 1.0
'FS 64' 'SF 80' 1.0
'FS 64' 'SF 82' 1.0
'FS 64' 'SF 84' 1.0
'FS 64' 'SF 49' 1.0
'FS 65' 'SF 67' 1.0
'FS 65' 'SF 62' 1.0
'FS 65' 'SF 49' 1.0
'FS 65' 'SF 47' 1.0
'FS 65' 'SF 41' 1.0
'FS 65' 'SF 43' 1.0
'FS 65' 'SF 1' 1.0
'FS 65' 'SF 6' 1.0
'FS 65' 'SF 69' 1.0
'FS 65' 'SF 38' 1.0
'FS 65' 'SF 50' 1.0
'FS 65' 'SF 70' 1.0
'FS 65' 'SF 74' 1.0
'FS 65' 'SF 83' 1.0
'FS 65' 'SF 63' 1.0
'FS 66' 'SF 66' 1.0
'FS 66' 'SF 49' 1.0
'FS 66' 'SF 40' 1.0
'FS 66' 'SF 46' 1.0
'FS 66' 'SF 7' 1.0
'FS 66' 'SF 91' 1.0
'FS 66' 'SF 38' 1.0
'FS 66' 'SF 73' 1.0
'FS 66' 'SF 31' 1.0
'FS 66' 'SF 58' 1.0
'FS 66' 'SF 34' 1.0
'FS 66' 'SF 37' 1.0
'FS 66' 'SF 82' 1.0
'FS 66' 'SF 84' 1.0
'FS 10' 'SF 73' 1.0
'FS 10' 'SF 89' 1.0
'FS 10' 'SF 86' 1.0
'FS 10' 'SF 78' 1.0
'FS 10' 'SF 39' 1.0
'FS 10' 'SF 52' 1.0
'FS 10' 'SF 63' 1.0
'FS 10' 'SF 80' 1.0
'FS 10' 'SF 35' 1.0
'FS 10' 'SF 85' 1.0
'FS 10' 'SF 37' 1.0
'FS 13' 'SF 44' 1.0
'FS 13' 'SF 47' 1.0
'FS 13' 'SF 33' 1.0
'FS 13' 'SF 42' 1.0
'FS 13' 'SF 43' 1.0
'FS 13' 'SF 3' 1.0
'FS 13' 'SF 69' 1.0
'FS 13' 'SF 53' 1.0
'FS 13' 'SF 50' 1.0
'FS 13' 'SF 30' 1.0
'FS 13' 'SF 59' 1.0
'FS 13' 'SF 58' 1.0
'FS 13' 'SF 36' 1.0
'FS 13' 'SF 88' 1.0
'FS 13' 'SF 86' 1.0
'FS 61' 'SF 73' 1.0
'FS 61' 'SF 61' 1.0
'FS 61' 'SF 44' 1.0
'FS 61' 'SF 45' 1.0
'FS 61' 'SF 79' 1.0
'FS 61' 'SF 39' 1.0
'FS 61' 'SF 55' 1.0
'FS 61' 'SF 54' 1.0
'FS 61' 'SF 31' 1.0
'FS 61' 'SF 88' 1.0
'FS 61' 'SF 62' 1.0
'FS 61' 'SF 82' 1.0
'FS 61' 'SF 81' 1.0
'SF 90' 'FS 51' 1.0
'SF 90' 'FS 50' 1.0
'SF 90' 'FS 55' 1.0
'SF 90' 'FS 19' 1.0
'SF 90' 'FS 33' 1.0
'SF 90' 'FS 17' 1.0
'SF 90' 'FS 9' 1.0
'SF 90' 'FS 40' 1.0
'SF 90' 'FS 46' 1.0
'SF 90' 'FS 45' 1.0
'SF 90' 'FS 42' 1.0
'FS 19' 'SF 63' 1.0
'FS 19' 'SF 61' 1.0
'FS 19' 'SF 2' 1.0
'FS 19' 'SF 1' 1.0
'FS 19' 'SF 53' 1.0
'FS 19' 'SF 52' 1.0
'FS 19' 'SF 57' 1.0
'FS 19' 'SF 54' 1.0
'FS 19' 'SF 89' 1.0
'FS 19' 'SF 65' 1.0
'FS 19' 'SF 83' 1.0
'FS 19' 'SF 84' 1.0
'FS 18' 'SF 73' 1.0
'FS 18' 'SF 3' 1.0
'FS 18' 'SF 2' 1.0
'FS 18' 'SF 1' 1.0
'FS 18' 'SF 5' 1.0
'FS 18' 'SF 58' 1.0
'FS 18' 'SF 53' 1.0
'FS 18' 'SF 76' 1.0
'FS 18' 'SF 78' 1.0
'FS 18' 'SF 82' 1.0
'FS 18' 'SF 83' 1.0
'FS 15' 'SF 77' 1.0
'FS 14' 'SF 72' 1.0
'FS 14' 'SF 49' 1.0
'FS 14' 'SF 60' 1.0
'FS 14' 'SF 45' 1.0
'FS 14' 'SF 46' 1.0
'FS 14' 'SF 69' 1.0
'FS 14' 'SF 3' 1.0
'FS 14' 'SF 92' 1.0
'FS 14' 'SF 91' 1.0
'FS 14' 'SF 51' 1.0
'FS 14' 'SF 56' 1.0
'FS 14' 'SF 73' 1.0
'FS 14' 'SF 54' 1.0
'FS 14' 'SF 31' 1.0
'FS 14' 'SF 30' 1.0
'FS 14' 'SF 35' 1.0
'FS 14' 'SF 64' 1.0
'FS 14' 'SF 65' 1.0
'FS 14' 'SF 80' 1.0
'FS 14' 'SF 57' 1.0
'FS 14' 'SF 82' 1.0
'FS 14' 'SF 83' 1.0
'FS 17' 'SF 73' 1.0
'FS 17' 'SF 62' 1.0
'FS 17' 'SF 56' 1.0
'FS 17' 'SF 46' 1.0
'FS 17' 'SF 47' 1.0
'FS 17' 'SF 9' 1.0
'FS 17' 'SF 68' 1.0
'FS 17' 'SF 52' 1.0
'FS 17' 'SF 76' 1.0
'FS 17' 'SF 54' 1.0
'FS 17' 'SF 31' 1.0
'FS 17' 'SF 64' 1.0
'FS 17' 'SF 82' 1.0
'FS 17' 'SF 84' 1.0
'FS 16' 'SF 73' 1.0
'FS 16' 'SF 66' 1.0
'FS 16' 'SF 49' 1.0
'FS 16' 'SF 56' 1.0
'FS 16' 'SF 42' 1.0
'FS 16' 'SF 91' 1.0
'FS 16' 'SF 51' 1.0
'FS 16' 'SF 71' 1.0
'FS 16' 'SF 70' 1.0
'FS 16' 'SF 35' 1.0
'FS 16' 'SF 37' 1.0
'FS 16' 'SF 78' 1.0
'FS 16' 'SF 57' 1.0
'FS 16' 'SF 84' 1.0
'FS 16' 'SF 63' 1.0
'FS 11' 'SF 60' 1.0
'FS 11' 'SF 45' 1.0
'FS 11' 'SF 47' 1.0
'FS 11' 'SF 42' 1.0
'FS 11' 'SF 1' 1.0
'FS 11' 'SF 69' 1.0
'FS 11' 'SF 53' 1.0
'FS 11' 'SF 74' 1.0
'FS 11' 'SF 50' 1.0
'FS 11' 'SF 55' 1.0
'FS 11' 'SF 54' 1.0
'FS 11' 'SF 52' 1.0
'FS 11' 'SF 64' 1.0
'FS 11' 'SF 88' 1.0
'FS 11' 'SF 89' 1.0
'FS 11' 'SF 82' 1.0
'FS 11' 'SF 84' 1.0
'SF 92' 'FS 51' 1.0
'SF 92' 'FS 52' 1.0
'SF 92' 'FS 55' 1.0
'SF 92' 'FS 37' 1.0
'SF 92' 'FS 26' 1.0
'SF 92' 'FS 41' 1.0
'SF 92' 'FS 22' 1.0
'SF 92' 'FS 23' 1.0
'SF 92' 'FS 48' 1.0
'SF 91' 'FS 51' 1.0
'SF 91' 'FS 59' 1.0
'SF 91' 'FS 38' 1.0
'SF 91' 'FS 37' 1.0
'SF 91' 'FS 8' 1.0
'SF 91' 'FS 1' 1.0
'SF 91' 'FS 31' 1.0
'SF 91' 'FS 3' 1.0
'SF 91' 'FS 24' 1.0
'SF 91' 'FS 43' 1.0
'SF 91' 'FS 40' 1.0
'SF 91' 'FS 46' 1.0
'SF 91' 'FS 22' 1.0
'SF 91' 'FS 30' 1.0
'SF 91' 'FS 23' 1.0
'SF 91' 'FS 35' 1.0
'SF 91' 'FS 34' 1.0
'FS 12' 'SF 62' 1.0
'FS 12' 'SF 61' 1.0
'FS 12' 'SF 46' 1.0
'FS 12' 'SF 3' 1.0
'FS 12' 'SF 2' 1.0
'FS 12' 'SF 6' 1.0
'FS 12' 'SF 42' 1.0
'FS 12' 'SF 51' 1.0
'FS 12' 'SF 34' 1.0
'SF 74' 'FS 53' 1.0
'SF 74' 'FS 56' 1.0
'SF 74' 'FS 59' 1.0
'SF 74' 'FS 36' 1.0
'SF 74' 'FS 1' 1.0
'SF 74' 'FS 3' 1.0
'SF 74' 'FS 43' 1.0
'SF 74' 'FS 41' 1.0
'SF 74' 'FS 49' 1.0
'SF 74' 'FS 29' 1.0
'SF 74' 'FS 34' 1.0
'SF 77' 'FS 51' 1.0
'SF 77' 'FS 50' 1.0
'SF 77' 'FS 59' 1.0
'SF 77' 'FS 34' 1.0
'SF 77' 'FS 9' 1.0
'SF 77' 'FS 24' 1.0
'SF 77' 'FS 25' 1.0
'SF 77' 'FS 27' 1.0
'SF 77' 'FS 46' 1.0
'SF 77' 'FS 45' 1.0
'SF 77' 'FS 49' 1.0
'SF 76' 'FS 51' 1.0
'SF 76' 'FS 57' 1.0
'SF 76' 'FS 59' 1.0
'SF 76' 'FS 1' 1.0
'SF 76' 'FS 27' 1.0
'SF 76' 'FS 45' 1.0
'FS 9' 'SF 66' 1.0
'FS 9' 'SF 63' 1.0
'FS 9' 'SF 60' 1.0
'FS 9' 'SF 45' 1.0
'FS 9' 'SF 42' 1.0
'FS 9' 'SF 3' 1.0
'FS 9' 'SF 2' 1.0
'FS 9' 'SF 9' 1.0
'FS 9' 'SF 38' 1.0
'FS 9' 'SF 57' 1.0
'FS 9' 'SF 70' 1.0
'FS 9' 'SF 54' 1.0
'FS 9' 'SF 37' 1.0
'FS 9' 'SF 80' 1.0
'FS 9' 'SF 81' 1.0
'FS 9' 'SF 82' 1.0
'FS 9' 'SF 84' 1.0
'FS 9' 'SF 86' 1.0
'FS 8' 'SF 73' 1.0
'FS 8' 'SF 62' 1.0
'FS 8' 'SF 60' 1.0
'FS 8' 'SF 45' 1.0
'FS 8' 'SF 68' 1.0
'FS 8' 'SF 1' 1.0
'FS 8' 'SF 9' 1.0
'FS 8' 'SF 50' 1.0
'FS 8' 'SF 71' 1.0
'FS 8' 'SF 59' 1.0
'FS 8' 'SF 78' 1.0
'FS 8' 'SF 38' 1.0
'FS 8' 'SF 64' 1.0
'FS 8' 'SF 81' 1.0
'FS 8' 'SF 49' 1.0
'SF 73' 'FS 53' 1.0
'SF 73' 'FS 58' 1.0
'SF 73' 'FS 39' 1.0
'SF 73' 'FS 2' 1.0
'SF 73' 'FS 42' 1.0
'SF 73' 'FS 27' 1.0
'SF 73' 'FS 44' 1.0
'SF 73' 'FS 28' 1.0
'SF 73' 'FS 29' 1.0
'SF 72' 'FS 54' 1.0
'SF 72' 'FS 26' 1.0
'SF 72' 'FS 46' 1.0
'SF 72' 'FS 47' 1.0
'SF 72' 'FS 29' 1.0
'SF 72' 'FS 34' 1.0
'FS 5' 'SF 67' 1.0
'FS 5' 'SF 56' 1.0
'FS 5' 'SF 68' 1.0
'FS 5' 'SF 7' 1.0
'FS 5' 'SF 39' 1.0
'FS 5' 'SF 51' 1.0
'FS 5' 'SF 70' 1.0
'FS 5' 'SF 55' 1.0
'FS 5' 'SF 31' 1.0
'FS 5' 'SF 32' 1.0
'FS 5' 'SF 35' 1.0
'FS 5' 'SF 88' 1.0
'FS 5' 'SF 82' 1.0
'FS 4' 'SF 86' 1.0
'FS 4' 'SF 82' 1.0
'FS 4' 'SF 62' 1.0
'FS 4' 'SF 70' 1.0
'FS 4' 'SF 31' 1.0
'FS 4' 'SF 46' 1.0
'FS 4' 'SF 47' 1.0
'FS 7' 'SF 65' 1.0
'FS 7' 'SF 62' 1.0
'FS 7' 'SF 40' 1.0
'FS 7' 'SF 4' 1.0
'FS 7' 'SF 34' 1.0
'FS 7' 'SF 51' 1.0
'FS 7' 'SF 57' 1.0
'FS 7' 'SF 30' 1.0
'FS 7' 'SF 35' 1.0
'FS 7' 'SF 89' 1.0
'FS 7' 'SF 85' 1.0
'FS 7' 'SF 56' 1.0
'FS 6' 'SF 49' 1.0
'FS 6' 'SF 61' 1.0
'FS 6' 'SF 45' 1.0
'FS 6' 'SF 1' 1.0
'FS 6' 'SF 7' 1.0
'FS 6' 'SF 6' 1.0
'FS 6' 'SF 40' 1.0
'FS 6' 'SF 69' 1.0
'FS 6' 'SF 42' 1.0
'FS 6' 'SF 39' 1.0
'FS 6' 'SF 38' 1.0
'FS 6' 'SF 30' 1.0
'FS 6' 'SF 36' 1.0
'FS 6' 'SF 89' 1.0
'FS 6' 'SF 50' 1.0
'FS 6' 'SF 83' 1.0
'FS 6' 'SF 57' 1.0
'FS 6' 'SF 86' 1.0
'FS 6' 'SF 63' 1.0
'FS 1' 'SF 63' 1.0
'FS 1' 'SF 61' 1.0
'FS 1' 'SF 45' 1.0
'FS 1' 'SF 41' 1.0
'FS 1' 'SF 68' 1.0
'FS 1' 'SF 1' 1.0
'FS 1' 'SF 58' 1.0
'FS 1' 'SF 7' 1.0
'FS 1' 'SF 9' 1.0
'FS 1' 'SF 69' 1.0
'FS 1' 'SF 51' 1.0
'FS 1' 'SF 55' 1.0
'FS 1' 'SF 34' 1.0
'FS 1' 'SF 38' 1.0
'FS 1' 'SF 57' 1.0
'FS 1' 'SF 84' 1.0
'FS 1' 'SF 49' 1.0
'SF 78' 'FS 51' 1.0
'SF 78' 'FS 53' 1.0
'SF 78' 'FS 59' 1.0
'SF 78' 'FS 37' 1.0
'SF 78' 'FS 24' 1.0
'SF 78' 'FS 26' 1.0
'SF 78' 'FS 21' 1.0
'SF 78' 'FS 58' 1.0
'SF 78' 'FS 34' 1.0
'FS 3' 'SF 49' 1.0
'FS 3' 'SF 46' 1.0
'FS 3' 'SF 3' 1.0
'FS 3' 'SF 7' 1.0
'FS 3' 'SF 6' 1.0
'FS 3' 'SF 68' 1.0
'FS 3' 'SF 43' 1.0
'FS 3' 'SF 54' 1.0
'FS 3' 'SF 35' 1.0
'FS 3' 'SF 37' 1.0
'FS 3' 'SF 62' 1.0
'FS 3' 'SF 64' 1.0
'FS 3' 'SF 82' 1.0
'FS 3' 'SF 83' 1.0
'FS 3' 'SF 84' 1.0
'FS 2' 'SF 49' 1.0
'FS 2' 'SF 45' 1.0
'FS 2' 'SF 46' 1.0
'FS 2' 'SF 1' 1.0
'FS 2' 'SF 7' 1.0
'FS 2' 'SF 38' 1.0
'FS 2' 'SF 57' 1.0
'FS 2' 'SF 70' 1.0
'FS 2' 'SF 37' 1.0
'FS 2' 'SF 63' 1.0
'SF 88' 'FS 50' 1.0
'SF 88' 'FS 56' 1.0
'SF 88' 'FS 59' 1.0
'SF 88' 'FS 20' 1.0
'SF 88' 'FS 25' 1.0
'SF 88' 'FS 40' 1.0
'SF 89' 'FS 42' 1.0
'SF 89' 'FS 21' 1.0
'SF 89' 'FS 23' 1.0
'SF 89' 'FS 41' 1.0
'SF 80' 'FS 51' 1.0
'SF 80' 'FS 50' 1.0
'SF 80' 'FS 53' 1.0
'SF 80' 'FS 52' 1.0
'SF 80' 'FS 54' 1.0
'SF 80' 'FS 56' 1.0
'SF 80' 'FS 58' 1.0
'SF 80' 'FS 39' 1.0
'SF 80' 'FS 32' 1.0
'SF 80' 'FS 24' 1.0
'SF 80' 'FS 25' 1.0
'SF 80' 'FS 41' 1.0
'SF 80' 'FS 44' 1.0
'SF 80' 'FS 48' 1.0
'SF 71' 'FS 53' 1.0
'SF 71' 'FS 59' 1.0
'SF 71' 'FS 33' 1.0
'SF 71' 'FS 27' 1.0
'SF 71' 'FS 43' 1.0
'SF 71' 'FS 37' 1.0
'SF 71' 'FS 48' 1.0
'SF 82' 'FS 50' 1.0
'SF 82' 'FS 54' 1.0
'SF 82' 'FS 57' 1.0
'SF 82' 'FS 59' 1.0
'SF 82' 'FS 39' 1.0
'SF 82' 'FS 38' 1.0
'SF 82' 'FS 34' 1.0
'SF 82' 'FS 20' 1.0
'SF 82' 'FS 33' 1.0
'SF 82' 'FS 28' 1.0
'SF 82' 'FS 29' 1.0
'SF 83' 'FS 55' 1.0
'SF 83' 'FS 54' 1.0
'SF 83' 'FS 58' 1.0
'SF 83' 'FS 43' 1.0
'SF 83' 'FS 40' 1.0
'SF 84' 'FS 53' 1.0
'SF 84' 'FS 54' 1.0
'SF 84' 'FS 36' 1.0
'SF 84' 'FS 47' 1.0
'SF 84' 'FS 37' 1.0
'SF 84' 'FS 45' 1.0
'SF 85' 'FS 26' 1.0
'SF 85' 'FS 23' 1.0
'SF 85' 'FS 32' 1.0
'SF 85' 'FS 30' 1.0
'SF 86' 'FS 52' 1.0
'SF 86' 'FS 54' 1.0
'SF 86' 'FS 57' 1.0
'SF 86' 'FS 56' 1.0
'SF 86' 'FS 59' 1.0
'SF 86' 'FS 58' 1.0
'SF 86' 'FS 33' 1.0
'SF 86' 'FS 32' 1.0
'SF 86' 'FS 37' 1.0
'SF 86' 'FS 34' 1.0
'SF 86' 'FS 26' 1.0
'SF 86' 'FS 21' 1.0
'SF 86' 'FS 22' 1.0
'SF 86' 'FS 45' 1.0
'SF 86' 'FS 48' 1.0
'SF 70' 'FS 50' 1.0
'SF 70' 'FS 52' 1.0
'SF 70' 'FS 57' 1.0
'SF 70' 'FS 38' 1.0
'SF 70' 'FS 36' 1.0
'SF 70' 'FS 20' 1.0
'SF 70' 'FS 31' 1.0
'SF 70' 'FS 40' 1.0
'SF 70' 'FS 46' 1.0
'SF 70' 'FS 22' 1.0
'SF 70' 'FS 45' 1.0
'SF 70' 'FS 37' 1.0
'SF 66' 'FS 51' 1.0
'SF 66' 'FS 55' 1.0
'SF 66' 'FS 54' 1.0
'SF 66' 'FS 59' 1.0
'SF 66' 'FS 33' 1.0
'SF 66' 'FS 30' 1.0
'SF 66' 'FS 42' 1.0
'SF 66' 'FS 47' 1.0
'SF 66' 'FS 37' 1.0
'SF 66' 'FS 45' 1.0
'SF 66' 'FS 28' 1.0
'SF 66' 'FS 29' 1.0
'SF 66' 'FS 34' 1.0
'SF 67' 'FS 56' 1.0
'SF 67' 'FS 26' 1.0
'SF 67' 'FS 31' 1.0
'SF 67' 'FS 40' 1.0
'SF 67' 'FS 46' 1.0
'SF 67' 'FS 47' 1.0
'SF 67' 'FS 28' 1.0
'SF 67' 'FS 30' 1.0
'SF 64' 'FS 53' 1.0
'SF 64' 'FS 23' 1.0
'SF 64' 'FS 25' 1.0
'SF 64' 'FS 40' 1.0
'SF 64' 'FS 41' 1.0
'SF 64' 'FS 46' 1.0
'SF 64' 'FS 49' 1.0
'SF 64' 'FS 28' 1.0
'SF 65' 'FS 49' 1.0
'SF 65' 'FS 46' 1.0
'SF 65' 'FS 43' 1.0
'SF 65' 'FS 37' 1.0
'SF 65' 'FS 31' 1.0
'SF 62' 'FS 51' 1.0
'SF 62' 'FS 53' 1.0
'SF 62' 'FS 55' 1.0
'SF 62' 'FS 39' 1.0
'SF 62' 'FS 33' 1.0
'SF 62' 'FS 30' 1.0
'SF 62' 'FS 35' 1.0
'SF 62' 'FS 24' 1.0
'SF 62' 'FS 25' 1.0
'SF 62' 'FS 21' 1.0
'SF 62' 'FS 44' 1.0
'SF 62' 'FS 23' 1.0
'SF 63' 'FS 51' 1.0
'SF 63' 'FS 33' 1.0
'SF 63' 'FS 45' 1.0
'SF 63' 'FS 26' 1.0
'SF 63' 'FS 40' 1.0
'SF 63' 'FS 46' 1.0
'SF 63' 'FS 48' 1.0
'SF 60' 'FS 26' 1.0
'SF 60' 'FS 44' 1.0
'SF 60' 'FS 49' 1.0
'SF 60' 'FS 37' 1.0
'SF 61' 'FS 27' 1.0
'SF 61' 'FS 21' 1.0
'SF 61' 'FS 36' 1.0
'SF 68' 'FS 39' 1.0
'SF 68' 'FS 37' 1.0
'SF 68' 'FS 47' 1.0
'SF 68' 'FS 44' 1.0
'SF 68' 'FS 45' 1.0
'SF 68' 'FS 48' 1.0
'SF 69' 'FS 24' 1.0
'SF 69' 'FS 26' 1.0
'SF 69' 'FS 56' 1.0
'SF 69' 'FS 23' 1.0
'SF 69' 'FS 59' 1.0
'SF 79' 'FS 53' 1.0
'SF 79' 'FS 36' 1.0
'SF 79' 'FS 26' 1.0
'SF 79' 'FS 24' 1.0
'SF 79' 'FS 40' 1.0
'SF 79' 'FS 47' 1.0
'SF 79' 'FS 49' 1.0
'SF 79' 'FS 30' 1.0
'SF 79' 'FS 34' 1.0
'FS 39' 'SF 44' 1.0
'FS 39' 'SF 40' 1.0
